IM Race-Ethnicity no Unknown,18_Age Categories for NordPred,IM Subsite,IM Histology with All,IM 5-year LATEST,Crude Rate,Count,Population
0,2,0,2,0,^,^,899363219
0,2,0,2,1,^,^,899363219
0,2,0,2,2,^,^,899363219
0,2,0,2,3,^,^,899363219
0,2,1,0,0,^,^,899363219
0,2,1,0,1,^,^,899363219
0,2,1,0,2,^,^,899363219
0,2,1,0,3,^,^,899363219
0,2,1,1,0,^,^,899363219
0,2,1,1,1,^,^,899363219
0,2,1,1,2,^,^,899363219
0,2,1,1,3,^,^,899363219
0,2,1,2,0,^,^,899363219
0,2,1,2,1,^,^,899363219
0,2,1,2,2,^,^,899363219
0,2,1,2,3,^,^,899363219
0,2,2,0,0,^,^,899363219
0,2,2,0,1,^,^,899363219
0,2,2,0,2,^,^,899363219
0,2,2,0,3,^,^,899363219
0,2,2,1,0,^,^,899363219
0,2,2,1,1,^,^,899363219
0,2,2,1,2,^,^,899363219
0,2,2,1,3,^,^,899363219
0,2,2,2,0,^,^,899363219
0,2,2,2,1,^,^,899363219
0,2,2,2,2,^,^,899363219
0,2,2,2,3,^,^,899363219
0,2,3,0,0,^,^,899363219
0,2,3,0,1,^,^,899363219
0,2,3,0,2,^,^,899363219
0,2,3,0,3,^,^,899363219
0,2,3,1,0,^,^,899363219
0,2,3,1,1,^,^,899363219
0,2,3,1,2,^,^,899363219
0,2,3,1,3,^,^,899363219
0,2,3,2,0,^,^,899363219
0,2,3,2,1,^,^,899363219
0,2,3,2,2,^,^,899363219
0,2,3,2,3,^,^,899363219
0,3,0,0,0,^,^,899363219
0,3,0,0,1,^,^,899363219
0,3,0,0,2,^,^,899363219
0,3,0,0,3,^,^,899363219
0,3,0,1,0,^,^,899363219
0,3,0,1,1,^,^,899363219
0,3,0,1,2,^,^,899363219
0,3,0,1,3,^,^,899363219
0,3,0,2,0,^,^,899363219
0,3,0,2,1,^,^,899363219
0,3,0,2,2,^,^,899363219
0,3,0,2,3,^,^,899363219
0,3,1,0,0,^,^,899363219
0,3,1,0,1,^,^,899363219
0,3,1,0,2,^,^,899363219
0,3,1,0,3,^,^,899363219
0,3,1,1,0,^,^,899363219
0,3,1,1,1,^,^,899363219
0,3,1,1,2,^,^,899363219
0,3,1,1,3,^,^,899363219
0,3,1,2,0,^,^,899363219
0,3,1,2,1,^,^,899363219
0,3,1,2,2,^,^,899363219
0,3,1,2,3,^,^,899363219
0,3,2,0,0,^,^,899363219
0,3,2,0,1,^,^,899363219
0,3,2,0,2,^,^,899363219
0,3,2,0,3,^,^,899363219
0,3,2,1,0,^,^,899363219
0,3,2,1,1,^,^,899363219
0,3,2,1,2,^,^,899363219
0,3,2,1,3,^,^,899363219
0,3,2,2,0,^,^,899363219
0,3,2,2,1,^,^,899363219
0,3,2,2,2,^,^,899363219
0,3,2,2,3,^,^,899363219
0,3,3,0,0,^,^,899363219
0,3,3,0,1,^,^,899363219
0,3,3,0,2,^,^,899363219
0,3,3,0,3,^,^,899363219
0,3,3,1,0,^,^,899363219
0,3,3,1,1,^,^,899363219
0,3,3,1,2,^,^,899363219
0,3,3,1,3,^,^,899363219
0,3,3,2,0,^,^,899363219
0,3,3,2,1,^,^,899363219
0,3,3,2,2,^,^,899363219
0,3,3,2,3,^,^,899363219
0,4,0,0,0,^,^,899363219
0,4,0,0,1,^,^,899363219
0,4,0,0,2,^,^,899363219
0,4,0,0,3,^,^,899363219
0,4,0,1,0,^,^,899363219
0,4,0,1,1,^,^,899363219
0,4,0,1,2,^,^,899363219
0,4,0,1,3,^,^,899363219
0,4,0,2,0,^,^,899363219
0,4,0,2,1,^,^,899363219
0,4,0,2,2,^,^,899363219
0,4,0,2,3,^,^,899363219
0,4,1,0,0,^,^,899363219
0,4,1,0,1,^,^,899363219
0,4,1,0,2,^,^,899363219
0,4,1,0,3,^,^,899363219
0,4,1,1,0,^,^,899363219
0,4,1,1,1,^,^,899363219
0,4,1,1,2,^,^,899363219
0,4,1,1,3,^,^,899363219
0,4,1,2,0,^,^,899363219
0,4,1,2,1,^,^,899363219
0,4,1,2,2,^,^,899363219
0,4,1,2,3,^,^,899363219
0,4,2,0,0,^,^,899363219
0,4,2,0,1,^,^,899363219
0,4,2,0,2,^,^,899363219
0,4,2,0,3,^,^,899363219
0,4,2,1,0,^,^,899363219
0,4,2,1,1,^,^,899363219
0,4,2,1,2,^,^,899363219
0,4,2,1,3,^,^,899363219
0,4,2,2,0,^,^,899363219
0,4,2,2,1,^,^,899363219
0,4,2,2,2,^,^,899363219
0,4,2,2,3,^,^,899363219
0,4,3,0,0,0,11,899363219
0,4,3,0,1,0,12,899363219
0,4,3,0,2,0,15,899363219
0,4,3,0,3,^,^,899363219
0,4,3,1,0,^,^,899363219
0,4,3,1,1,^,^,899363219
0,4,3,1,2,^,^,899363219
0,4,3,1,3,^,^,899363219
0,4,3,2,0,0,11,899363219
0,4,3,2,1,0,13,899363219
0,4,3,2,2,0,16,899363219
0,4,3,2,3,^,^,899363219
0,5,0,0,0,^,^,899363219
0,5,0,0,1,^,^,899363219
0,5,0,0,2,^,^,899363219
0,5,0,0,3,^,^,899363219
0,5,0,1,0,^,^,899363219
0,5,0,1,1,^,^,899363219
0,5,0,1,2,^,^,899363219
0,5,0,1,3,^,^,899363219
0,5,0,2,0,^,^,899363219
0,5,0,2,1,^,^,899363219
0,5,0,2,2,^,^,899363219
0,5,0,2,3,^,^,899363219
0,5,1,0,0,^,^,899363219
0,5,1,0,1,^,^,899363219
0,5,1,0,2,^,^,899363219
0,5,1,0,3,0,10,899363219
0,5,1,1,0,^,^,899363219
0,5,1,1,1,^,^,899363219
0,5,1,1,2,^,^,899363219
0,5,1,1,3,^,^,899363219
0,5,1,2,0,^,^,899363219
0,5,1,2,1,^,^,899363219
0,5,1,2,2,^,^,899363219
0,5,1,2,3,0,10,899363219
0,5,2,0,0,0,12,899363219
0,5,2,0,1,^,^,899363219
0,5,2,0,2,^,^,899363219
0,5,2,0,3,^,^,899363219
0,5,2,1,0,^,^,899363219
0,5,2,1,1,^,^,899363219
0,5,2,1,2,^,^,899363219
0,5,2,1,3,^,^,899363219
0,5,2,2,0,0,14,899363219
0,5,2,2,1,^,^,899363219
0,5,2,2,2,^,^,899363219
0,5,2,2,3,^,^,899363219
0,5,3,0,0,0,21,899363219
0,5,3,0,1,0,17,899363219
0,5,3,0,2,0,18,899363219
0,5,3,0,3,0,17,899363219
0,5,3,1,0,^,^,899363219
0,5,3,1,1,^,^,899363219
0,5,3,1,2,^,^,899363219
0,5,3,1,3,^,^,899363219
0,5,3,2,0,0,26,899363219
0,5,3,2,1,0,18,899363219
0,5,3,2,2,0,21,899363219
0,5,3,2,3,0,18,899363219
0,6,0,0,0,0,17,899363219
0,6,0,0,1,0,11,899363219
0,6,0,0,2,0,15,899363219
0,6,0,0,3,0,16,899363219
0,6,0,1,0,^,^,899363219
0,6,0,1,1,^,^,899363219
0,6,0,1,2,^,^,899363219
0,6,0,1,3,^,^,899363219
0,6,0,2,0,0,17,899363219
0,6,0,2,1,0,13,899363219
0,6,0,2,2,0,18,899363219
0,6,0,2,3,0,17,899363219
0,6,1,0,0,0,23,899363219
0,6,1,0,1,0,16,899363219
0,6,1,0,2,0,21,899363219
0,6,1,0,3,0,16,899363219
0,6,1,1,0,^,^,899363219
0,6,1,1,1,^,^,899363219
0,6,1,1,2,^,^,899363219
0,6,1,1,3,^,^,899363219
0,6,1,2,0,0,24,899363219
0,6,1,2,1,0,15,899363219
0,6,1,2,2,0,22,899363219
0,6,1,2,3,0,14,899363219
0,6,2,0,0,0,20,899363219
0,6,2,0,1,0,13,899363219
0,6,2,0,2,0,12,899363219
0,6,2,0,3,^,^,899363219
0,6,2,1,0,^,^,899363219
0,6,2,1,1,^,^,899363219
0,6,2,1,2,^,^,899363219
0,6,2,1,3,^,^,899363219
0,6,2,2,0,0,23,899363219
0,6,2,2,1,0,15,899363219
0,6,2,2,2,0,14,899363219
0,6,2,2,3,0,10,899363219
0,6,3,0,0,0.01,60,899363219
0,6,3,0,1,0,40,899363219
0,6,3,0,2,0.01,48,899363219
0,6,3,0,3,0,41,899363219
0,6,3,1,0,^,^,899363219
0,6,3,1,1,^,^,899363219
0,6,3,1,2,^,^,899363219
0,6,3,1,3,^,^,899363219
0,6,3,2,0,0.01,64,899363219
0,6,3,2,1,0,43,899363219
0,6,3,2,2,0.01,54,899363219
0,6,3,2,3,0,41,899363219
0,7,0,0,0,0,38,899363219
0,7,0,0,1,0,36,899363219
0,7,0,0,2,0,18,899363219
0,7,0,0,3,0,19,899363219
0,7,0,1,0,^,^,899363219
0,7,0,1,1,^,^,899363219
0,7,0,1,2,^,^,899363219
0,7,0,1,3,^,^,899363219
0,7,0,2,0,0.01,46,899363219
0,7,0,2,1,0,40,899363219
0,7,0,2,2,0,20,899363219
0,7,0,2,3,0,20,899363219
0,7,1,0,0,0.01,50,899363219
0,7,1,0,1,0,42,899363219
0,7,1,0,2,0,40,899363219
0,7,1,0,3,0,24,899363219
0,7,1,1,0,^,^,899363219
0,7,1,1,1,^,^,899363219
0,7,1,1,2,^,^,899363219
0,7,1,1,3,^,^,899363219
0,7,1,2,0,0.01,54,899363219
0,7,1,2,1,0,41,899363219
0,7,1,2,2,0,42,899363219
0,7,1,2,3,0,24,899363219
0,7,2,0,0,0,31,899363219
0,7,2,0,1,0,23,899363219
0,7,2,0,2,0,18,899363219
0,7,2,0,3,0,16,899363219
0,7,2,1,0,^,^,899363219
0,7,2,1,1,^,^,899363219
0,7,2,1,2,^,^,899363219
0,7,2,1,3,^,^,899363219
0,7,2,2,0,0,37,899363219
0,7,2,2,1,0,24,899363219
0,7,2,2,2,0,18,899363219
0,7,2,2,3,0,16,899363219
0,7,3,0,0,0.01,119,899363219
0,7,3,0,1,0.01,101,899363219
0,7,3,0,2,0.01,76,899363219
0,7,3,0,3,0.01,59,899363219
0,7,3,1,0,0,19,899363219
0,7,3,1,1,^,^,899363219
0,7,3,1,2,^,^,899363219
0,7,3,1,3,^,^,899363219
0,7,3,2,0,0.02,137,899363219
0,7,3,2,1,0.01,105,899363219
0,7,3,2,2,0.01,80,899363219
0,7,3,2,3,0.01,60,899363219
0,8,0,0,0,0.01,65,899363219
0,8,0,0,1,0.01,67,899363219
0,8,0,0,2,0.01,60,899363219
0,8,0,0,3,0,31,899363219
0,8,0,1,0,^,^,899363219
0,8,0,1,1,0,11,899363219
0,8,0,1,2,^,^,899363219
0,8,0,1,3,^,^,899363219
0,8,0,2,0,0.01,72,899363219
0,8,0,2,1,0.01,77,899363219
0,8,0,2,2,0.01,65,899363219
0,8,0,2,3,0,36,899363219
0,8,1,0,0,0.01,92,899363219
0,8,1,0,1,0.01,78,899363219
0,8,1,0,2,0.01,74,899363219
0,8,1,0,3,0.01,54,899363219
0,8,1,1,0,^,^,899363219
0,8,1,1,1,^,^,899363219
0,8,1,1,2,^,^,899363219
0,8,1,1,3,^,^,899363219
0,8,1,2,0,0.01,94,899363219
0,8,1,2,1,0.01,78,899363219
0,8,1,2,2,0.01,75,899363219
0,8,1,2,3,0.01,56,899363219
0,8,2,0,0,0.01,61,899363219
0,8,2,0,1,0.01,56,899363219
0,8,2,0,2,0,24,899363219
0,8,2,0,3,0,26,899363219
0,8,2,1,0,^,^,899363219
0,8,2,1,1,^,^,899363219
0,8,2,1,2,^,^,899363219
0,8,2,1,3,^,^,899363219
0,8,2,2,0,0.01,66,899363219
0,8,2,2,1,0.01,60,899363219
0,8,2,2,2,0,27,899363219
0,8,2,2,3,0,25,899363219
0,8,3,0,0,0.02,218,899363219
0,8,3,0,1,0.02,201,899363219
0,8,3,0,2,0.02,158,899363219
0,8,3,0,3,0.01,111,899363219
0,8,3,1,0,0,18,899363219
0,8,3,1,1,0,16,899363219
0,8,3,1,2,0,15,899363219
0,8,3,1,3,^,^,899363219
0,8,3,2,0,0.03,232,899363219
0,8,3,2,1,0.02,215,899363219
0,8,3,2,2,0.02,167,899363219
0,8,3,2,3,0.01,117,899363219
0,9,0,0,0,0.01,112,899363219
0,9,0,0,1,0.01,117,899363219
0,9,0,0,2,0.01,89,899363219
0,9,0,0,3,0,41,899363219
0,9,0,1,0,0,19,899363219
0,9,0,1,1,0,18,899363219
0,9,0,1,2,^,^,899363219
0,9,0,1,3,^,^,899363219
0,9,0,2,0,0.01,129,899363219
0,9,0,2,1,0.01,134,899363219
0,9,0,2,2,0.01,94,899363219
0,9,0,2,3,0,44,899363219
0,9,1,0,0,0.02,219,899363219
0,9,1,0,1,0.02,186,899363219
0,9,1,0,2,0.02,178,899363219
0,9,1,0,3,0.01,109,899363219
0,9,1,1,0,^,^,899363219
0,9,1,1,1,^,^,899363219
0,9,1,1,2,^,^,899363219
0,9,1,1,3,^,^,899363219
0,9,1,2,0,0.02,223,899363219
0,9,1,2,1,0.02,190,899363219
0,9,1,2,2,0.02,180,899363219
0,9,1,2,3,0.01,108,899363219
0,9,2,0,0,0.01,108,899363219
0,9,2,0,1,0.01,107,899363219
0,9,2,0,2,0.01,73,899363219
0,9,2,0,3,0,44,899363219
0,9,2,1,0,0,16,899363219
0,9,2,1,1,0,14,899363219
0,9,2,1,2,^,^,899363219
0,9,2,1,3,^,^,899363219
0,9,2,2,0,0.01,124,899363219
0,9,2,2,1,0.01,119,899363219
0,9,2,2,2,0.01,80,899363219
0,9,2,2,3,0.01,46,899363219
0,9,3,0,0,0.05,439,899363219
0,9,3,0,1,0.05,410,899363219
0,9,3,0,2,0.04,340,899363219
0,9,3,0,3,0.02,194,899363219
0,9,3,1,0,0,39,899363219
0,9,3,1,1,0,39,899363219
0,9,3,1,2,0,22,899363219
0,9,3,1,3,^,^,899363219
0,9,3,2,0,0.05,476,899363219
0,9,3,2,1,0.05,443,899363219
0,9,3,2,2,0.04,354,899363219
0,9,3,2,3,0.02,198,899363219
0,10,0,0,0,0.02,193,899363219
0,10,0,0,1,0.02,183,899363219
0,10,0,0,2,0.02,175,899363219
0,10,0,0,3,0.01,94,899363219
0,10,0,1,0,0,31,899363219
0,10,0,1,1,0,21,899363219
0,10,0,1,2,0,17,899363219
0,10,0,1,3,^,^,899363219
0,10,0,2,0,0.02,221,899363219
0,10,0,2,1,0.02,198,899363219
0,10,0,2,2,0.02,191,899363219
0,10,0,2,3,0.01,97,899363219
0,10,1,0,0,0.04,358,899363219
0,10,1,0,1,0.04,367,899363219
0,10,1,0,2,0.04,336,899363219
0,10,1,0,3,0.02,191,899363219
0,10,1,1,0,^,^,899363219
0,10,1,1,1,^,^,899363219
0,10,1,1,2,^,^,899363219
0,10,1,1,3,^,^,899363219
0,10,1,2,0,0.04,362,899363219
0,10,1,2,1,0.04,368,899363219
0,10,1,2,2,0.04,340,899363219
0,10,1,2,3,0.02,196,899363219
0,10,2,0,0,0.02,148,899363219
0,10,2,0,1,0.02,141,899363219
0,10,2,0,2,0.02,136,899363219
0,10,2,0,3,0.01,84,899363219
0,10,2,1,0,0,17,899363219
0,10,2,1,1,0,17,899363219
0,10,2,1,2,0,15,899363219
0,10,2,1,3,^,^,899363219
0,10,2,2,0,0.02,165,899363219
0,10,2,2,1,0.02,156,899363219
0,10,2,2,2,0.02,145,899363219
0,10,2,2,3,0.01,89,899363219
0,10,3,0,0,0.08,699,899363219
0,10,3,0,1,0.08,691,899363219
0,10,3,0,2,0.07,647,899363219
0,10,3,0,3,0.04,369,899363219
0,10,3,1,0,0.01,54,899363219
0,10,3,1,1,0,43,899363219
0,10,3,1,2,0,39,899363219
0,10,3,1,3,0,19,899363219
0,10,3,2,0,0.08,748,899363219
0,10,3,2,1,0.08,722,899363219
0,10,3,2,2,0.08,676,899363219
0,10,3,2,3,0.04,382,899363219
0,11,0,0,0,0.03,241,899363219
0,11,0,0,1,0.03,259,899363219
0,11,0,0,2,0.02,208,899363219
0,11,0,0,3,0.02,151,899363219
0,11,0,1,0,0,28,899363219
0,11,0,1,1,0,35,899363219
0,11,0,1,2,0,25,899363219
0,11,0,1,3,0,11,899363219
0,11,0,2,0,0.03,267,899363219
0,11,0,2,1,0.03,292,899363219
0,11,0,2,2,0.03,226,899363219
0,11,0,2,3,0.02,160,899363219
0,11,1,0,0,0.06,512,899363219
0,11,1,0,1,0.06,498,899363219
0,11,1,0,2,0.06,556,899363219
0,11,1,0,3,0.04,363,899363219
0,11,1,1,0,^,^,899363219
0,11,1,1,1,^,^,899363219
0,11,1,1,2,^,^,899363219
0,11,1,1,3,^,^,899363219
0,11,1,2,0,0.06,518,899363219
0,11,1,2,1,0.06,501,899363219
0,11,1,2,2,0.06,552,899363219
0,11,1,2,3,0.04,367,899363219
0,11,2,0,0,0.02,168,899363219
0,11,2,0,1,0.02,151,899363219
0,11,2,0,2,0.02,159,899363219
0,11,2,0,3,0.02,136,899363219
0,11,2,1,0,0,25,899363219
0,11,2,1,1,0,24,899363219
0,11,2,1,2,0,24,899363219
0,11,2,1,3,0,16,899363219
0,11,2,2,0,0.02,192,899363219
0,11,2,2,1,0.02,174,899363219
0,11,2,2,2,0.02,179,899363219
0,11,2,2,3,0.02,151,899363219
0,11,3,0,0,0.1,921,899363219
0,11,3,0,1,0.1,908,899363219
0,11,3,0,2,0.1,923,899363219
0,11,3,0,3,0.07,650,899363219
0,11,3,1,0,0.01,62,899363219
0,11,3,1,1,0.01,68,899363219
0,11,3,1,2,0.01,54,899363219
0,11,3,1,3,0,36,899363219
0,11,3,2,0,0.11,977,899363219
0,11,3,2,1,0.11,967,899363219
0,11,3,2,2,0.11,957,899363219
0,11,3,2,3,0.08,678,899363219
0,12,0,0,0,0.05,405,899363219
0,12,0,0,1,0.04,318,899363219
0,12,0,0,2,0.03,302,899363219
0,12,0,0,3,0.02,195,899363219
0,12,0,1,0,0,44,899363219
0,12,0,1,1,0,38,899363219
0,12,0,1,2,0.01,46,899363219
0,12,0,1,3,0,22,899363219
0,12,0,2,0,0.05,448,899363219
0,12,0,2,1,0.04,351,899363219
0,12,0,2,2,0.04,340,899363219
0,12,0,2,3,0.02,219,899363219
0,12,1,0,0,0.06,579,899363219
0,12,1,0,1,0.07,618,899363219
0,12,1,0,2,0.08,759,899363219
0,12,1,0,3,0.06,513,899363219
0,12,1,1,0,^,^,899363219
0,12,1,1,1,0,19,899363219
0,12,1,1,2,0,10,899363219
0,12,1,1,3,0,14,899363219
0,12,1,2,0,0.06,582,899363219
0,12,1,2,1,0.07,630,899363219
0,12,1,2,2,0.08,755,899363219
0,12,1,2,3,0.06,524,899363219
0,12,2,0,0,0.03,237,899363219
0,12,2,0,1,0.02,211,899363219
0,12,2,0,2,0.02,218,899363219
0,12,2,0,3,0.02,172,899363219
0,12,2,1,0,0,19,899363219
0,12,2,1,1,0,27,899363219
0,12,2,1,2,0,33,899363219
0,12,2,1,3,0,17,899363219
0,12,2,2,0,0.03,256,899363219
0,12,2,2,1,0.03,234,899363219
0,12,2,2,2,0.03,248,899363219
0,12,2,2,3,0.02,185,899363219
0,12,3,0,0,0.14,1221,899363219
0,12,3,0,1,0.13,1147,899363219
0,12,3,0,2,0.14,1279,899363219
0,12,3,0,3,0.1,880,899363219
0,12,3,1,0,0.01,70,899363219
0,12,3,1,1,0.01,84,899363219
0,12,3,1,2,0.01,89,899363219
0,12,3,1,3,0.01,53,899363219
0,12,3,2,0,0.14,1286,899363219
0,12,3,2,1,0.14,1215,899363219
0,12,3,2,2,0.15,1343,899363219
0,12,3,2,3,0.1,928,899363219
0,13,0,0,0,0.05,483,899363219
0,13,0,0,1,0.05,405,899363219
0,13,0,0,2,0.04,389,899363219
0,13,0,0,3,0.03,259,899363219
0,13,0,1,0,0.01,77,899363219
0,13,0,1,1,0.01,62,899363219
0,13,0,1,2,0,44,899363219
0,13,0,1,3,0,21,899363219
0,13,0,2,0,0.06,558,899363219
0,13,0,2,1,0.05,465,899363219
0,13,0,2,2,0.05,422,899363219
0,13,0,2,3,0.03,274,899363219
0,13,1,0,0,0.08,702,899363219
0,13,1,0,1,0.08,688,899363219
0,13,1,0,2,0.09,847,899363219
0,13,1,0,3,0.07,633,899363219
0,13,1,1,0,0,10,899363219
0,13,1,1,1,0,18,899363219
0,13,1,1,2,0,21,899363219
0,13,1,1,3,0,13,899363219
0,13,1,2,0,0.08,707,899363219
0,13,1,2,1,0.08,698,899363219
0,13,1,2,2,0.1,856,899363219
0,13,1,2,3,0.07,638,899363219
0,13,2,0,0,0.03,259,899363219
0,13,2,0,1,0.03,259,899363219
0,13,2,0,2,0.03,257,899363219
0,13,2,0,3,0.02,218,899363219
0,13,2,1,0,0,38,899363219
0,13,2,1,1,0,31,899363219
0,13,2,1,2,0,37,899363219
0,13,2,1,3,0,27,899363219
0,13,2,2,0,0.03,297,899363219
0,13,2,2,1,0.03,287,899363219
0,13,2,2,2,0.03,290,899363219
0,13,2,2,3,0.03,241,899363219
0,13,3,0,0,0.16,1444,899363219
0,13,3,0,1,0.15,1352,899363219
0,13,3,0,2,0.17,1493,899363219
0,13,3,0,3,0.12,1110,899363219
0,13,3,1,0,0.01,125,899363219
0,13,3,1,1,0.01,111,899363219
0,13,3,1,2,0.01,102,899363219
0,13,3,1,3,0.01,61,899363219
0,13,3,2,0,0.17,1562,899363219
0,13,3,2,1,0.16,1450,899363219
0,13,3,2,2,0.17,1568,899363219
0,13,3,2,3,0.13,1153,899363219
0,14,0,0,0,0.08,726,899363219
0,14,0,0,1,0.06,506,899363219
0,14,0,0,2,0.05,461,899363219
0,14,0,0,3,0.03,297,899363219
0,14,0,1,0,0.01,76,899363219
0,14,0,1,1,0.01,75,899363219
0,14,0,1,2,0.01,46,899363219
0,14,0,1,3,0,40,899363219
0,14,0,2,0,0.09,798,899363219
0,14,0,2,1,0.06,571,899363219
0,14,0,2,2,0.06,497,899363219
0,14,0,2,3,0.04,335,899363219
0,14,1,0,0,0.08,722,899363219
0,14,1,0,1,0.08,718,899363219
0,14,1,0,2,0.09,772,899363219
0,14,1,0,3,0.07,613,899363219
0,14,1,1,0,0,15,899363219
0,14,1,1,1,0,13,899363219
0,14,1,1,2,0,18,899363219
0,14,1,1,3,0,15,899363219
0,14,1,2,0,0.08,733,899363219
0,14,1,2,1,0.08,724,899363219
0,14,1,2,2,0.09,775,899363219
0,14,1,2,3,0.07,620,899363219
0,14,2,0,0,0.05,431,899363219
0,14,2,0,1,0.03,310,899363219
0,14,2,0,2,0.03,279,899363219
0,14,2,0,3,0.03,232,899363219
0,14,2,1,0,0.01,54,899363219
0,14,2,1,1,0.01,47,899363219
0,14,2,1,2,0.01,49,899363219
0,14,2,1,3,0,22,899363219
0,14,2,2,0,0.05,487,899363219
0,14,2,2,1,0.04,351,899363219
0,14,2,2,2,0.04,318,899363219
0,14,2,2,3,0.03,252,899363219
0,14,3,0,0,0.21,1879,899363219
0,14,3,0,1,0.17,1534,899363219
0,14,3,0,2,0.17,1512,899363219
0,14,3,0,3,0.13,1142,899363219
0,14,3,1,0,0.02,145,899363219
0,14,3,1,1,0.02,135,899363219
0,14,3,1,2,0.01,113,899363219
0,14,3,1,3,0.01,77,899363219
0,14,3,2,0,0.22,2018,899363219
0,14,3,2,1,0.18,1646,899363219
0,14,3,2,2,0.18,1590,899363219
0,14,3,2,3,0.13,1207,899363219
0,15,0,0,0,0.11,972,899363219
0,15,0,0,1,0.08,688,899363219
0,15,0,0,2,0.06,500,899363219
0,15,0,0,3,0.04,342,899363219
0,15,0,1,0,0.01,88,899363219
0,15,0,1,1,0.01,82,899363219
0,15,0,1,2,0.01,80,899363219
0,15,0,1,3,0.01,48,899363219
0,15,0,2,0,0.12,1057,899363219
0,15,0,2,1,0.09,766,899363219
0,15,0,2,2,0.06,568,899363219
0,15,0,2,3,0.04,379,899363219
0,15,1,0,0,0.09,787,899363219
0,15,1,0,1,0.08,760,899363219
0,15,1,0,2,0.08,691,899363219
0,15,1,0,3,0.06,532,899363219
0,15,1,1,0,0,18,899363219
0,15,1,1,1,0,15,899363219
